status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,245000.0,4.0,3.0,0.22,"Alturas De Quebrada, Camuy, PR, 00678",Alturas De Quebrada,Camuy,Puerto Rico,678.0,900.0,
for_sale,215000.0,3.0,2.0,0.22,"2 Bo Guerrero, Aguadilla, PR, 00603",2 Bo Guerrero,Aguadilla,Puerto Rico,603.0,2070.0,
for_sale,39500.0,,,0.24,"Km 5 4 Int Carr # 417, Aguada, PR, 00602",Km 5 4 Int Carr # 417,Aguada,Puerto Rico,602.0,,
for_sale,215000.0,3.0,2.0,0.22,"465 Carr # 465, Aguadilla, PR, 00603",465 Carr # 465,Aguadilla,Puerto Rico,603.0,1900.0,
for_sale,25000.0,,,1.07,"33 Bo Pueblo Lote 33 Calle Emilio Castro, Lares, PR, 00669",33 Bo Pueblo Lote 33 Calle Emilio Castro,Lares,Puerto Rico,669.0,,
for_sale,28000.0,,,0.14,"2 Carr 115 Km 3 2 Int, Moca, PR, 00676",2 Carr 115 Km 3 2 Int,Moca,Puerto Rico,676.0,,
for_sale,67500.0,,,0.28,"9 Solar 411 Km 1 3 Int Rd # 9, Aguada, PR, 00602",9 Solar 411 Km 1 3 Int Rd # 9,Aguada,Puerto Rico,602.0,,
for_sale,65500.0,,,0.28,"10 Solar 411 Km 1 3 Int Rd # 10, Aguada, PR, 00602",10 Solar 411 Km 1 3 Int Rd # 10,Aguada,Puerto Rico,602.0,,
for_sale,275000.0,,,6.77,"3 Bo Calvache Carretera # 115, Rincon, PR, 00677",3 Bo Calvache Carretera # 115,Rincon,Puerto Rico,677.0,,
for_sale,290000.0,,,87.41,"5242 Bo Sabanetas Carretera # 341, Mayaguez, PR, 00680",5242 Bo Sabanetas Carretera # 341,Mayaguez,Puerto Rico,680.0,,
for_sale,649000.0,,,2.64,"Pr, Aguada, PR, 00602",Pr,Aguada,Puerto Rico,602.0,,
for_sale,350000.0,,,38.54,"Carretera Plan Bonito, Cabo Rojo, PR, 00623",Carretera Plan Bonito,Cabo Rojo,Puerto Rico,623.0,,
for_sale,208799.0,,,0.52,"E6321 Lote 6 Carr 413 Km Hm 5 2 Sector Cuchillo Pina, Rincon, PR, 00677",E6321 Lote 6 Carr 413 Km Hm 5 2 Sector Cuchillo Pina,Rincon,Puerto Rico,677.0,,
for_sale,325000.0,,,4.22,"129 Carretera, Lares, PR, 00669",129 Carretera,Lares,Puerto Rico,669.0,,
for_sale,219300.0,,,0.54,"413 Calle Cuchillo Pina, Rincon, PR, 00677",413 Calle Cuchillo Pina,Rincon,Puerto Rico,677.0,,
for_sale,2000000.0,,,47.0,"1 Bo Calvache 115 Km Rd # 87, Rincon, PR, 00677",1 Bo Calvache 115 Km Rd # 87,Rincon,Puerto Rico,677.0,,
for_sale,81900.0,,,0.1,"11C Calle Cristal, Arecibo, PR, 00612",11C Calle Cristal,Arecibo,Puerto Rico,612.0,,
for_sale,147600.0,3.0,3.0,0.22,"1 Ara San Francisco Pineiro St, Arecibo, PR, 00612",1 Ara San Francisco Pineiro St,Arecibo,Puerto Rico,612.0,2673.0,
for_sale,109000.0,4.0,2.0,0.22,"Barrio Hato Abajo Las Canelas, Arecibo, PR, 00612",Barrio Hato Abajo Las Canelas,Arecibo,Puerto Rico,612.0,2760.0,
for_sale,73000.0,3.0,1.0,0.08,"1 Jardines De Palo Blanco, Arecibo, PR, 00612",1 Jardines De Palo Blanco,Arecibo,Puerto Rico,612.0,785.0,
for_sale,135000.0,,,18.0,"187 Route 635, Arecibo, PR, 00612",187 Route 635,Arecibo,Puerto Rico,612.0,,
for_sale,78000.0,3.0,1.0,0.25,"C-18 Calle C-18 Parcelas Mattei, Arecibo, PR, 00612",C-18 Calle C-18 Parcelas Mattei,Arecibo,Puerto Rico,612.0,1403.0,
for_sale,4700000.0,,,235.0,"Pr # 638, Arecibo, PR, 00612",Pr # 638,Arecibo,Puerto Rico,612.0,,
for_sale,289000.0,,,65.07,"2 Km Carr # 654, Arecibo, PR, 00612",2 Km Carr # 654,Arecibo,Puerto Rico,612.0,,
for_sale,119900.0,,,11.0,"Arecibo Bo Esperanza, Arecibo, PR, 00612",Arecibo Bo Esperanza,Arecibo,Puerto Rico,612.0,,
for_sale,270000.0,,,6.21,"3 Jardines Arecibo Dev, Arecibo, PR, 00612",3 Jardines Arecibo Dev,Arecibo,Puerto Rico,612.0,,
for_sale,4475000.0,,,179.0,"Pr129 Km # 142, Arecibo, PR, 00612",Pr129 Km # 142,Arecibo,Puerto Rico,612.0,,
for_sale,39000.0,,,0.97,"Km 11 5 Carr # 682, Arecibo, PR, 00612",Km 11 5 Carr # 682,Arecibo,Puerto Rico,612.0,,
for_sale,81900.0,6.0,4.0,,"11C Calle Cristal Unit 1, Arecibo, PR, 00612",11C Calle Cristal Unit 1,Arecibo,Puerto Rico,612.0,2200.0,
for_sale,50000.0,,,0.2,"Solar 4 Solar En El Bo Santana En Arecibo; A Pasos De La Carretera Lot 2, Arecibo, PR, 00612",Solar 4 Solar En El Bo Santana En Arecibo; A Pasos De La Carretera Lot 2,Arecibo,Puerto Rico,612.0,,
for_sale,50000.0,,,0.2,"Solar 3 Solar En El Bo Santana En Arecibo; A Pasos De La Carretera Lot 2, Arecibo, PR, 00612",Solar 3 Solar En El Bo Santana En Arecibo; A Pasos De La Carretera Lot 2,Arecibo,Puerto Rico,612.0,,
for_sale,69000.0,3.0,2.0,0.08,"Urb Mirador Azul V-9 Calle Vis # 24, Arecibo, PR, 00612",Urb Mirador Azul V-9 Calle Vis # 24,Arecibo,Puerto Rico,612.0,1050.0,
for_sale,65000.0,,,0.24,"Arecibo Bo Hato Abajo, Arecibo, PR, 00612",Arecibo Bo Hato Abajo,Arecibo,Puerto Rico,612.0,,
for_sale,95000.0,2.0,1.0,,"2 Del Norte Development Unit 1, Hatillo, PR, 00612",2 Del Norte Development Unit 1,Hatillo,Puerto Rico,612.0,940.0,
for_sale,63500.0,,,0.23,"Arecibo Sector Los Moras, Arecibo, PR, 00612",Arecibo Sector Los Moras,Arecibo,Puerto Rico,612.0,,
for_sale,97900.0,4.0,2.0,0.51,"70 Com Rafael Capo 70 Calle # A, Hatillo, PR, 00659",70 Com Rafael Capo 70 Calle # A,Hatillo,Puerto Rico,659.0,1641.0,
for_sale,195000.0,4.0,2.0,0.2,"8 Carr 474 Km # 32, Isabela, PR, 00662",8 Carr 474 Km # 32,Isabela,Puerto Rico,662.0,1933.0,
for_sale,73000.0,3.0,1.0,0.08,"1 Jardines De Palo Blanco, Arecibo, PR, 00612",1 Jardines De Palo Blanco,Arecibo,Puerto Rico,612.0,785.0,
for_sale,62000.0,4.0,2.0,0.36,"45 Urb San Vicente 45 Calle # 10, Vega Baja, PR, 00693",45 Urb San Vicente 45 Calle # 10,Vega Baja,Puerto Rico,693.0,,
for_sale,69500.0,3.0,1.0,0.04,"5 Calle Estrella, Camuy, PR, 00627",5 Calle Estrella,Camuy,Puerto Rico,627.0,1460.0,
for_sale,147600.0,3.0,3.0,0.22,"1 Ara San Francisco Pineiro St, Arecibo, PR, 00612",1 Ara San Francisco Pineiro St,Arecibo,Puerto Rico,612.0,2673.0,
for_sale,125000.0,3.0,2.0,0.08,"10 H, Manati, PR, 00674",10 H,Manati,Puerto Rico,674.0,1086.0,
for_sale,77000.0,4.0,2.0,0.11,"151 Estrella, Vega Baja, PR, 00693",151 Estrella,Vega Baja,Puerto Rico,693.0,1688.0,
for_sale,195000.0,3.0,2.0,0.19,"Carr 474 Km 3 2 Int, Isabela, PR, 00662",Carr 474 Km 3 2 Int,Isabela,Puerto Rico,662.0,1800.0,
for_sale,180000.0,3.0,2.0,10.44,"111 Carr, Utuado, PR, 00641",111 Carr,Utuado,Puerto Rico,641.0,1251.0,
for_sale,78000.0,3.0,1.0,0.25,"C-18 Calle C-18 Parcelas Mattei, Arecibo, PR, 00612",C-18 Calle C-18 Parcelas Mattei,Arecibo,Puerto Rico,612.0,1403.0,
for_sale,99000.0,3.0,1.0,0.15,"230 Calle # 1, Juana Diaz, PR, 00795",230 Calle # 1,Juana Diaz,Puerto Rico,795.0,800.0,
for_sale,82000.0,3.0,1.0,,"B6 Lourdes St, Vega Baja, PR, 00693",B6 Lourdes St,Vega Baja,Puerto Rico,693.0,748.0,
for_sale,39000.0,,,0.97,"Km 11 5 Carr # 682, Arecibo, PR, 00612",Km 11 5 Carr # 682,Arecibo,Puerto Rico,612.0,,
for_sale,299900.0,4.0,2.0,0.11,"Urbanizacin Costa Norte # L28, Hatillo, PR, 00659",Urbanizacin Costa Norte # L28,Hatillo,Puerto Rico,659.0,2327.0,
for_sale,76900.0,3.0,2.0,,"E 331 Apt E 331 Alborada Unit E331, Canovanas, PR, 00729",E 331 Apt E 331 Alborada Unit E331,Canovanas,Puerto Rico,729.0,1200.0,2020-02-28
for_sale,95000.0,3.0,1.0,0.1,"30 Calle, Ponce, PR, 00728",30 Calle,Ponce,Puerto Rico,728.0,1100.0,
for_sale,245000.0,4.0,3.0,0.22,"Alturas De Quebrada, Camuy, PR, 00678",Alturas De Quebrada,Camuy,Puerto Rico,678.0,900.0,
for_sale,81900.0,6.0,4.0,,"11C Calle Cristal Unit 1, Arecibo, PR, 00612",11C Calle Cristal Unit 1,Arecibo,Puerto Rico,612.0,2200.0,
for_sale,28000.0,,,0.12,"Km 5 0 Carretera # 641, Florida, PR, 00650",Km 5 0 Carretera # 641,Florida,Puerto Rico,650.0,,
for_sale,225000.0,,,8.54,"155 Barahona, Morovis, PR, 00687",155 Barahona,Morovis,Puerto Rico,687.0,,
for_sale,63500.0,,,0.23,"Arecibo Sector Los Moras, Arecibo, PR, 00612",Arecibo Sector Los Moras,Arecibo,Puerto Rico,612.0,,
for_sale,75200.0,3.0,1.0,0.09,"A-170 5 St, Vega Baja, PR, 00693",A-170 5 St,Vega Baja,Puerto Rico,693.0,1000.0,
for_sale,289000.0,,,65.07,"2 Km Carr # 654, Arecibo, PR, 00612",2 Km Carr # 654,Arecibo,Puerto Rico,612.0,,
for_sale,325000.0,,,4.22,"129 Carretera, Lares, PR, 00669",129 Carretera,Lares,Puerto Rico,669.0,,
for_sale,305000.0,,,9.43,"Finca Lot 1, Camuy, PR, 00627",Finca Lot 1,Camuy,Puerto Rico,627.0,,
for_sale,160000.0,,,0.49,"Km 2 5 Carr # 492, Hatillo, PR, 00659",Km 2 5 Carr # 492,Hatillo,Puerto Rico,659.0,,
for_sale,105000.0,,,0.47,"Calle Monte De Oro Lot 2, Camuy, PR, 00627",Calle Monte De Oro Lot 2,Camuy,Puerto Rico,627.0,,
for_sale,103000.0,,,0.6,"Calle 5 Cuarta Ext, Ponce, PR, 00717",Calle 5 Cuarta Ext,Ponce,Puerto Rico,717.0,,
for_sale,85000.0,,,0.67,"1 Solar En Camuy Arriba, Camuy, PR, 00627",1 Solar En Camuy Arriba,Camuy,Puerto Rico,627.0,,
for_sale,119000.0,,,1.29,"9-I Calle Villa Garcia, Hatillo, PR, 00659",9-I Calle Villa Garcia,Hatillo,Puerto Rico,659.0,,
for_sale,497000.0,,,,"Km 5 5 Rd # 681, Arecibo, PR, 00652",Km 5 5 Rd # 681,Arecibo,Puerto Rico,652.0,,
for_sale,145000.0,,,2.52,"5 Calle 2, Camuy, PR, 00627",5 Calle 2,Camuy,Puerto Rico,627.0,,
for_sale,89000.0,,,0.22,"Calle Perfecto Iglesias, Quebradillas, PR, 00678",Calle Perfecto Iglesias,Quebradillas,Puerto Rico,678.0,,
for_sale,1000000.0,,,0.71,"Carr 149 Km Hm 58 2 Bo Tierra Santa, Villalba, PR, 00766",Carr 149 Km Hm 58 2 Bo Tierra Santa,Villalba,Puerto Rico,766.0,,
for_sale,1900000.0,,,5.64,"1 2 Km 102 7, Quebradillas, PR, 00678",1 2 Km 102 7,Quebradillas,Puerto Rico,678.0,,
for_sale,97900.0,4.0,2.0,0.51,"70 Com Rafael Capo 70 Calle # A, Hatillo, PR, 00659",70 Com Rafael Capo 70 Calle # A,Hatillo,Puerto Rico,659.0,1641.0,
for_sale,60660.0,4.0,3.0,10.76,"124C Rio Lajas War # 2, Dorado, PR, 00646",124C Rio Lajas War # 2,Dorado,Puerto Rico,646.0,,
for_sale,73000.0,3.0,1.0,0.08,"1 Jardines De Palo Blanco, Arecibo, PR, 00612",1 Jardines De Palo Blanco,Arecibo,Puerto Rico,612.0,785.0,
for_sale,147600.0,3.0,3.0,0.22,"1 Ara San Francisco Pineiro St, Arecibo, PR, 00612",1 Ara San Francisco Pineiro St,Arecibo,Puerto Rico,612.0,2673.0,
for_sale,62000.0,4.0,2.0,0.36,"45 Urb San Vicente 45 Calle # 10, Vega Baja, PR, 00693",45 Urb San Vicente 45 Calle # 10,Vega Baja,Puerto Rico,693.0,,
for_sale,125000.0,3.0,2.0,0.08,"10 H, Manati, PR, 00674",10 H,Manati,Puerto Rico,674.0,1086.0,
for_sale,110000.0,7.0,3.0,0.09,"B-2 Monte Elena, Dorado, PR, 00949",B-2 Monte Elena,Dorado,Puerto Rico,949.0,1192.0,2019-06-28
for_sale,63000.0,2.0,1.0,0.15,"A1 Norte Parc 1 Calle Almirante Comm Arraiza Vega Baja Pr Lot A1, Vega Baja, PR, 00693",A1 Norte Parc 1 Calle Almirante Comm Arraiza Vega Baja Pr Lot A1,Vega Baja,Puerto Rico,693.0,1000.0,
for_sale,180000.0,3.0,2.0,10.44,"111 Carr, Utuado, PR, 00641",111 Carr,Utuado,Puerto Rico,641.0,1251.0,
for_sale,77000.0,4.0,2.0,0.11,"151 Estrella, Vega Baja, PR, 00693",151 Estrella,Vega Baja,Puerto Rico,693.0,1688.0,
for_sale,265000.0,6.0,3.0,4.94,"5 Carr # 765, Vega Alta, PR, 00692",5 Carr # 765,Vega Alta,Puerto Rico,692.0,3000.0,
for_sale,78000.0,3.0,1.0,0.25,"C-18 Calle C-18 Parcelas Mattei, Arecibo, PR, 00612",C-18 Calle C-18 Parcelas Mattei,Arecibo,Puerto Rico,612.0,1403.0,
for_sale,99000.0,3.0,1.0,0.15,"230 Calle # 1, Juana Diaz, PR, 00795",230 Calle # 1,Juana Diaz,Puerto Rico,795.0,800.0,
for_sale,82000.0,3.0,1.0,,"B6 Lourdes St, Vega Baja, PR, 00693",B6 Lourdes St,Vega Baja,Puerto Rico,693.0,748.0,
for_sale,88000.0,3.0,1.0,0.15,"Carr 803 Bo Palmarejo, Corozal, PR, 00783",Carr 803 Bo Palmarejo,Corozal,Puerto Rico,783.0,934.0,
for_sale,39000.0,,,0.97,"Km 11 5 Carr # 682, Arecibo, PR, 00612",Km 11 5 Carr # 682,Arecibo,Puerto Rico,612.0,,
for_sale,102000.0,3.0,1.0,0.07,"F6 Villa Linares, Vega Alta, PR, 00962",F6 Villa Linares,Vega Alta,Puerto Rico,962.0,1025.0,
for_sale,81900.0,6.0,4.0,,"11C Calle Cristal Unit 1, Arecibo, PR, 00612",11C Calle Cristal Unit 1,Arecibo,Puerto Rico,612.0,2200.0,
for_sale,70000.0,3.0,1.0,0.04,"G-45 9, Penuelas, PR, 00624",G-45 9,Penuelas,Puerto Rico,624.0,913.0,
for_sale,75200.0,3.0,1.0,0.09,"A-170 5 St, Vega Baja, PR, 00693",A-170 5 St,Vega Baja,Puerto Rico,693.0,1000.0,
for_sale,28000.0,,,0.12,"Km 5 0 Carretera # 641, Florida, PR, 00650",Km 5 0 Carretera # 641,Florida,Puerto Rico,650.0,,
for_sale,289000.0,,,65.07,"2 Km Carr # 654, Arecibo, PR, 00612",2 Km Carr # 654,Arecibo,Puerto Rico,612.0,,
for_sale,63500.0,,,0.23,"Arecibo Sector Los Moras, Arecibo, PR, 00612",Arecibo Sector Los Moras,Arecibo,Puerto Rico,612.0,,
for_sale,150000.0,,,12.62,"Pr 803 Interior Km # 1, Corozal, PR, 00783",Pr 803 Interior Km # 1,Corozal,Puerto Rico,783.0,,
for_sale,160000.0,,,0.49,"Km 2 5 Carr # 492, Hatillo, PR, 00659",Km 2 5 Carr # 492,Hatillo,Puerto Rico,659.0,,
for_sale,103000.0,,,0.6,"Calle 5 Cuarta Ext, Ponce, PR, 00717",Calle 5 Cuarta Ext,Ponce,Puerto Rico,717.0,,
for_sale,497000.0,,,,"Km 5 5 Rd # 681, Arecibo, PR, 00652",Km 5 5 Rd # 681,Arecibo,Puerto Rico,652.0,,
for_sale,1000000.0,,,0.71,"Carr 149 Km Hm 58 2 Bo Tierra Santa, Villalba, PR, 00766",Carr 149 Km Hm 58 2 Bo Tierra Santa,Villalba,Puerto Rico,766.0,,
for_sale,180000.0,,,28.07,"Km 14 4 Pr # 164, Corozal, PR, 00873",Km 14 4 Pr # 164,Corozal,Puerto Rico,873.0,,
for_sale,95000.0,6.0,2.0,0.11,"15 Calle Santa Rosa De Lima, Hormigueros, PR, 00660",15 Calle Santa Rosa De Lima,Hormigueros,Puerto Rico,660.0,2914.0,
for_sale,30000.0,3.0,2.0,0.08,"Urb Bahia Calle A A-17 # 59, Guanica, PR, 00653",Urb Bahia Calle A A-17 # 59,Guanica,Puerto Rico,653.0,1066.0,
for_sale,77000.0,6.0,3.0,0.13,"272 Nelson Cortina, Mayaguez, PR, 00680",272 Nelson Cortina,Mayaguez,Puerto Rico,680.0,2110.0,
for_sale,154000.0,3.0,2.0,0.1,"8G Veredas Del Mar, Cabo Rojo, PR, 00623",8G Veredas Del Mar,Cabo Rojo,Puerto Rico,623.0,1708.0,
for_sale,130000.0,3.0,2.0,0.1,"Pp1 Alturas De San Jose 19 St Sabana Grande 00637 Pr # PP1, Sabana Grande, PR, 00637",Pp1 Alturas De San Jose 19 St Sabana Grande 00637 Pr # PP1,Sabana Grande,Puerto Rico,637.0,1290.0,
for_sale,29000.0,2.0,1.0,,"5008 Rio Cristal Unit 5008, Mayaguez, PR, 00680",5008 Rio Cristal Unit 5008,Mayaguez,Puerto Rico,680.0,900.0,
for_sale,128000.0,3.0,2.0,0.1,"G-12 Majestad, Hormigueros, PR, 00660",G-12 Majestad,Hormigueros,Puerto Rico,660.0,1100.0,
for_sale,157000.0,4.0,2.0,3.75,"Km 0 3 Carr 312 Km 0 3 Bo Candelaria, Lajas, PR, 00667",Km 0 3 Carr 312 Km 0 3 Bo Candelaria,Lajas,Puerto Rico,667.0,1473.0,
for_sale,97000.0,1.0,2.0,,"Villa Taina Guanina 205 Boqueron 00622 Pr Unit 205, Cabo Rojo, PR, 00622",Villa Taina Guanina 205 Boqueron 00622 Pr Unit 205,Cabo Rojo,Puerto Rico,622.0,900.0,
for_sale,229500.0,7.0,5.0,0.04,"55 Calle Santiago R Palmar, Mayaguez, PR, 00680",55 Calle Santiago R Palmar,Mayaguez,Puerto Rico,680.0,,
for_sale,60150.0,3.0,1.0,0.04,"Villas Del Oeste Calle Sagitario D-11 # 329, Mayaguez, PR, 00680",Villas Del Oeste Calle Sagitario D-11 # 329,Mayaguez,Puerto Rico,680.0,975.0,
for_sale,219000.0,7.0,3.0,0.1,"173 Calle Cristy, Mayaguez, PR, 00680",173 Calle Cristy,Mayaguez,Puerto Rico,680.0,1000.0,
for_sale,159900.0,3.0,2.0,0.16,"4 102 Km 187 Lot Pr, Cabo Rojo, PR, 00623",4 102 Km 187 Lot Pr,Cabo Rojo,Puerto Rico,623.0,1100.0,
for_sale,260000.0,3.0,2.0,0.2,"77 Calle Muoz Rivera, Cabo Rojo, PR, 00622",77 Calle Muoz Rivera,Cabo Rojo,Puerto Rico,622.0,2214.0,
for_sale,55000.0,,,0.85,"2.4 Carretera # 344, Hormigueros, PR, 00660",2.4 Carretera # 344,Hormigueros,Puerto Rico,660.0,,
for_sale,149900.0,2.0,1.0,,"1 Carr 307 Unit 202, Cabo Rojo, PR, 00623",1 Carr 307 Unit 202,Cabo Rojo,Puerto Rico,623.0,854.0,
for_sale,365000.0,4.0,2.0,0.25,"4 Villa Zapata, Cabo Rojo, PR, 00622",4 Villa Zapata,Cabo Rojo,Puerto Rico,622.0,2800.0,
for_sale,44000.0,,,0.47,"Km 2 8 Carretera # 117, Lajas, PR, 00667",Km 2 8 Carretera # 117,Lajas,Puerto Rico,667.0,,
for_sale,80000.0,,,2.5,"1 Camino Roman Barrio Miradero, Cabo Rojo, PR, 00623",1 Camino Roman Barrio Miradero,Cabo Rojo,Puerto Rico,623.0,,
for_sale,60000.0,,,0.25,"Solar Urb Extensin Palmer, Cabo Rojo, PR, 00623",Solar Urb Extensin Palmer,Cabo Rojo,Puerto Rico,623.0,,
for_sale,350000.0,,,38.54,"Carretera Plan Bonito, Cabo Rojo, PR, 00623",Carretera Plan Bonito,Cabo Rojo,Puerto Rico,623.0,,
for_sale,48500.0,,,0.22,"Km 0 4 Camino Marcial, Cabo Rojo, PR, 00623",Km 0 4 Camino Marcial,Cabo Rojo,Puerto Rico,623.0,,
for_sale,65000.0,,,0.57,"6 Carr 306 Km 4 5 Bo Llanos, Lajas, PR, 00667",6 Carr 306 Km 4 5 Bo Llanos,Lajas,Puerto Rico,667.0,,
for_sale,160000.0,,,59.04,"Km 1 3 Carr # 312, Cabo Rojo, PR, 00623",Km 1 3 Carr # 312,Cabo Rojo,Puerto Rico,623.0,,
for_sale,385000.0,,,24.69,"Km 8 5 St Rd # 303, Lajas, PR, 00667",Km 8 5 St Rd # 303,Lajas,Puerto Rico,667.0,,
for_sale,45000.0,,,0.22,"Km 208 8 Carr # 102, San German, PR, 00683",Km 208 8 Carr # 102,San German,Puerto Rico,683.0,,
for_sale,80000.0,,,0.3,"307 Calle La Un, Cabo Rojo, PR, 00623",307 Calle La Un,Cabo Rojo,Puerto Rico,623.0,,
for_sale,495000.0,,,31.08,"Km 0 7 Carr Estatal # 102, Cabo Rojo, PR, 00623",Km 0 7 Carr Estatal # 102,Cabo Rojo,Puerto Rico,623.0,,
for_sale,275000.0,,,7.88,"302 Pitahaya, Cabo Rojo, PR, 00623",302 Pitahaya,Cabo Rojo,Puerto Rico,623.0,,
for_sale,575000.0,,,262.0,"1 366, Sabana Grande, PR, 00637",1 366,Sabana Grande,Puerto Rico,637.0,,
for_sale,199500.0,,,24.28,"25 Cuerdas Llanos Costas, Cabo Rojo, PR, 00623",25 Cuerdas Llanos Costas,Cabo Rojo,Puerto Rico,623.0,,
for_sale,150000.0,,,1.94,"103 Km Hm 008 6 Carr, Cabo Rojo, PR, 00623",103 Km Hm 008 6 Carr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,844500.0,,,10.98,"Barbosa Parcelas A # B, Mayaguez, PR, 00682",Barbosa Parcelas A # B,Mayaguez,Puerto Rico,682.0,,
for_sale,1321000.0,,,10.29,"Manuel Pagan Fernndez, Cabo Rojo, PR, 00622",Manuel Pagan Fernndez,Cabo Rojo,Puerto Rico,622.0,,
for_sale,2000000.0,,,3.84,"74 Parcela, Cabo Rojo, PR, 00623",74 Parcela,Cabo Rojo,Puerto Rico,623.0,,
for_sale,107000.0,3.0,2.0,0.15,"D-1 Monte Rio Dev, Cabo Rojo, PR, 00623",D-1 Monte Rio Dev,Cabo Rojo,Puerto Rico,623.0,1045.0,
for_sale,154000.0,3.0,2.0,0.1,"8G Veredas Del Mar, Cabo Rojo, PR, 00623",8G Veredas Del Mar,Cabo Rojo,Puerto Rico,623.0,1708.0,
for_sale,189900.0,4.0,3.0,0.25,"Quintas De Cabo Rojo Canario St # 198, Cabo Rojo, PR, 00623",Quintas De Cabo Rojo Canario St # 198,Cabo Rojo,Puerto Rico,623.0,1622.0,
for_sale,159900.0,3.0,2.0,0.16,"4 102 Km 187 Lot Pr, Cabo Rojo, PR, 00623",4 102 Km 187 Lot Pr,Cabo Rojo,Puerto Rico,623.0,1100.0,
for_sale,149900.0,2.0,1.0,,"1 Carr 307 Unit 202, Cabo Rojo, PR, 00623",1 Carr 307 Unit 202,Cabo Rojo,Puerto Rico,623.0,854.0,
for_sale,186900.0,3.0,2.0,,"701 Costa Del Mar Apt B, Cabo Rojo, PR, 00623",701 Costa Del Mar Apt B,Cabo Rojo,Puerto Rico,623.0,1674.0,
for_sale,265000.0,6.0,6.0,0.25,"10 Carr Kil 4 1 Urb Verde Vis # 311, Cabo Rojo, PR, 00623",10 Carr Kil 4 1 Urb Verde Vis # 311,Cabo Rojo,Puerto Rico,623.0,2500.0,
for_sale,535000.0,4.0,5.0,0.51,"Villas De Plan Bonito Puerto Los Corales Units 18 & 19, Cabo Rojo, PR, 00623",Villas De Plan Bonito Puerto Los Corales Units 18 & 19,Cabo Rojo,Puerto Rico,623.0,2422.0,
for_sale,53000.0,,,0.33,"Km 1 6 Carretera # 937, Las Piedras, PR, 00623",Km 1 6 Carretera # 937,Las Piedras,Puerto Rico,623.0,,
for_sale,60000.0,,,0.16,"5 Pr # 100, Cabo Rojo, PR, 00623",5 Pr # 100,Cabo Rojo,Puerto Rico,623.0,,
for_sale,60000.0,,,0.25,"Solar Urb Extensin Palmer, Cabo Rojo, PR, 00623",Solar Urb Extensin Palmer,Cabo Rojo,Puerto Rico,623.0,,
for_sale,80000.0,,,2.5,"1 Camino Roman Barrio Miradero, Cabo Rojo, PR, 00623",1 Camino Roman Barrio Miradero,Cabo Rojo,Puerto Rico,623.0,,
for_sale,48500.0,,,0.22,"Km 0 4 Camino Marcial, Cabo Rojo, PR, 00623",Km 0 4 Camino Marcial,Cabo Rojo,Puerto Rico,623.0,,
for_sale,55000.0,,,0.23,"103 Rd Bo Boqueron Lot 3-10, Cabo Rojo, PR, 00623",103 Rd Bo Boqueron Lot 3-10,Cabo Rojo,Puerto Rico,623.0,,
for_sale,350000.0,,,38.54,"Carretera Plan Bonito, Cabo Rojo, PR, 00623",Carretera Plan Bonito,Cabo Rojo,Puerto Rico,623.0,,
for_sale,80000.0,,,0.3,"307 Calle La Un, Cabo Rojo, PR, 00623",307 Calle La Un,Cabo Rojo,Puerto Rico,623.0,,
for_sale,65000.0,,,0.25,"Km 1 2 Carr 307 Km 1 2 Unit 13, Cabo Rojo, PR, 00623",Km 1 2 Carr 307 Km 1 2 Unit 13,Cabo Rojo,Puerto Rico,623.0,,
for_sale,160000.0,,,59.04,"Km 1 3 Carr # 312, Cabo Rojo, PR, 00623",Km 1 3 Carr # 312,Cabo Rojo,Puerto Rico,623.0,,
for_sale,89000.0,,,1.0,"Bo Miradero Interior N Carretera 308 Km 5 8 Puerto Real Frk, Cabo Rojo, PR, 00623",Bo Miradero Interior N Carretera 308 Km 5 8 Puerto Real Frk,Cabo Rojo,Puerto Rico,623.0,,
for_sale,495000.0,,,31.08,"Km 0 7 Carr Estatal # 102, Cabo Rojo, PR, 00623",Km 0 7 Carr Estatal # 102,Cabo Rojo,Puerto Rico,623.0,,
for_sale,85000.0,,,0.21,"7 Pr # 100, Cabo Rojo, PR, 00623",7 Pr # 100,Cabo Rojo,Puerto Rico,623.0,,
for_sale,275000.0,,,7.88,"302 Pitahaya, Cabo Rojo, PR, 00623",302 Pitahaya,Cabo Rojo,Puerto Rico,623.0,,
for_sale,150000.0,,,1.94,"103 Km Hm 008 6 Carr, Cabo Rojo, PR, 00623",103 Km Hm 008 6 Carr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,199500.0,,,24.28,"25 Cuerdas Llanos Costas, Cabo Rojo, PR, 00623",25 Cuerdas Llanos Costas,Cabo Rojo,Puerto Rico,623.0,,
for_sale,215000.0,,,0.9,"Cabo Rojo, PR, 00623",,Cabo Rojo,Puerto Rico,623.0,,
for_sale,150000.0,,,1.46,"Solar 6 Carr # 308, Cabo Rojo, PR, 00623",Solar 6 Carr # 308,Cabo Rojo,Puerto Rico,623.0,,
for_sale,7000000.0,,,350.0,"Pr # 100, Cabo Rojo, PR, 00623",Pr # 100,Cabo Rojo,Puerto Rico,623.0,,
